,X,Y,cell_type,c1,c2,c3,quadrant,cell_idx
0,1.035444793624818,7.256576316890573,c2,7.291117873531099,87.63836199895412,5.0705201275147775,top_left,0
1,1.6037127624152085,7.2556445735969595,c3,1.9310269921720944,4.415016230542117,93.65395677728579,top_left,1
2,2.210962670939173,7.189801468168834,c3,4.836466136675929,5.866839444449939,89.29669441887414,top_left,2
3,2.5799845625389968,7.285967110693573,c2,2.5006298812356187,94.88133348746338,2.6180366313009977,top_left,3
4,3.247053379234711,7.260337508788295,c3,7.094152805954934,6.324062204168896,86.58178498987617,top_left,4
5,3.6063171408262336,7.247733185817083,c1,85.32668633148998,7.921825587976883,6.751488080533136,top_left,5
6,4.258544108263397,7.2677141733545705,c2,5.483715490408569,85.88173642656886,8.634548083022558,top_left,6
7,4.882934258052649,7.465714853444965,c3,3.4045830623902207,3.373798628412356,93.22161830919742,top_left,7
8,5.4982547735245255,7.045960292266024,c3,5.431390593339864,3.8154467453455783,90.75316266131456,top_left,8
9,6.19733550097933,7.157385368938957,c1,85.2182521832487,6.14352993093484,8.638217885816475,top_left,9
10,0.9619263104624073,7.7068729563457135,c2,8.951881253974472,84.68836408869703,6.359754657328506,top_left,10
11,1.421493356892649,7.821417303423242,c1,84.92971818528406,6.215497560776141,8.854784253939803,top_left,11
12,2.1374619605315823,7.733003338691424,c1,95.26037562237225,1.6931946182008983,3.0464297594268475,top_left,12
13,2.631350886518705,7.710468734164322,c2,5.1296615579205875,91.25940074213581,3.610937699943606,top_left,13
14,3.278904840031187,7.582802876481932,c3,4.739373711848527,7.167339634575401,88.09328665357606,top_left,14
15,3.916276879052866,7.781074546105056,c1,89.9445829562022,4.912737907483452,5.142679136314341,top_left,15
16,4.151291754335712,7.55987847091115,c1,89.5732879206591,4.963342552126698,5.463369527214209,top_left,16
17,4.7973151785203765,7.815066344264832,c3,5.502874583991635,3.88406627599221,90.61305914001615,top_left,17
18,5.407208389677318,7.958819071299157,c2,3.7154094862511875,92.95512226450406,3.3294682492447603,top_left,18
19,6.124356208919387,7.8404209276427075,c3,3.0439268295015602,2.238183061198508,94.71789010929993,top_left,19
20,0.9330279410685245,8.305494936523731,c3,6.976293616466761,5.560774527903729,87.4629318556295,top_left,20
21,1.4786589330925919,8.470412400230062,c2,6.565993246512678,87.69232934317536,5.74167741031197,top_left,21
22,1.8782439523641734,8.446941004973883,c3,5.075908996863179,8.153698349260269,86.77039265387656,top_left,22
23,2.5502807134813743,8.294304753712446,c3,2.8250266792475207,4.813664395622579,92.3613089251299,top_left,23
24,3.102827362447432,8.502709926702632,c2,5.9553386410255404,86.72380612837237,7.32085523060208,top_left,24
25,3.8225025498635876,8.388140996819597,c2,8.413300405610116,84.28571353971174,7.300986054678151,top_left,25
26,4.3447212090257405,8.333779697598429,c3,5.6074085885813005,5.4191356175709835,88.97345579384772,top_left,26
27,4.873626867282721,8.385499853103658,c1,89.18071657068901,5.257681558093321,5.561601871217682,top_left,27
28,5.215298087959287,8.350329277785203,c1,84.56402358263234,8.79804518910528,6.637931228262371,top_left,28
29,6.044101313515347,8.306080262907944,c3,5.972638222421931,6.526912329364691,87.50044944821337,top_left,29
30,0.9770960798342687,9.070097479637816,c2,5.8620527029265315,87.18337938438845,6.954567912685023,top_left,30
31,1.315544489399953,8.899031645111613,c2,3.5416793426774134,92.228700195629,4.229620461693581,top_left,31
32,2.0356465979114375,8.832254595638803,c3,1.3420076303674124,3.0581041623343017,95.59988820729828,top_left,32
33,2.647971878291138,9.034855405125697,c2,5.287815757804023,89.25266417142129,5.459520070774692,top_left,33
34,3.2759647122628133,8.815030344481158,c2,4.660999356494246,87.46610651134704,7.87289413215872,top_left,34
35,3.9312558851243797,8.890441462113298,c3,1.5800567570238195,3.1614764044953865,95.2584668384808,top_left,35
36,4.296015885436565,8.788904750366882,c1,88.6342490067451,4.784749713161399,6.581001280093505,top_left,36
37,4.987477913367256,8.884638761868603,c2,4.0901615146361685,90.5226886235357,5.387149861828124,top_left,37
38,5.45988855639781,8.759939540783297,c3,6.572775553157503,5.7002455496277245,87.72697889721476,top_left,38
39,6.063545113431886,8.958526720782922,c1,93.53345387904666,2.6280294646504556,3.8385166563028794,top_left,39
40,0.9889663290852786,9.328170189755967,c2,5.8721850138897675,87.55641908196502,6.571395904145202,top_left,40
41,1.6326254021570608,9.529998135494672,c3,3.2709755455769587,1.5974481393834918,95.13157631503955,top_left,41
42,2.3157228489165425,9.606759998991595,c2,3.8252834365835153,91.01486261108633,5.159853952330167,top_left,42
43,2.7095587561692787,9.446322595089104,c2,4.2396234107089406,94.05662811966887,1.7037484696221932,top_left,43
44,3.1339954132956565,9.474120898945559,c3,7.773566173775695,5.285525639934881,86.94090818628942,top_left,44
45,3.7294460895311765,9.60046464946472,c2,2.358602764509267,96.6227996426942,1.0185975927965294,top_left,45
46,4.14758226134944,9.362874360460502,c1,90.33558939066799,3.460990048179303,6.203420561152701,top_left,46
47,4.976867830319034,9.585968163540361,c3,2.6751327480260403,3.6059687192952565,93.71889853267871,top_left,47
48,5.557547164083986,9.476937335340109,c1,95.98294539010665,2.209898699049159,1.8071559108441917,top_left,48
49,5.999450975843937,9.375751465160041,c1,85.9119497001668,6.071831707517028,8.016218592316177,top_left,49
